"date","BAYER","SIEMENS","SAP","DAIMLER","ALLIANZ","BASF","DEUTSCHE_TELEKOM","MUENCHENER_RUECK","BMW","FRESENIUS","DEUTSCHE_BANK","DEUTSCHE_POST","LINDE","VOLKSWAGEN","CONTINENTAL","VDAX","DAX"
"2010-05-12",48.605,59.9575470775617,32.785407314414,32.6596966854117,68.0185859922669,37.8560017267984,6.81326537745124,85.3856455315115,34.2522044325882,16.1025459996358,39.375527296847,10.3386795238276,78.813928884646,64.8393750880473,39.5964406790811,20.629999,6183.49
"2010-05-13",48.825,61.0974243984279,32.2789292979706,33.7276221220056,69.2069970280135,38.3940992527318,6.91516838980507,86.0140587460948,34.6700215128522,16.4844344476805,38.7038804170804,10.400513731506,79.505918093892,65.1086043271673,40.873745217116,19.82,6251.97
"2010-05-14",47.25,58.1730494786884,31.8448052838763,33.0565885143374,66.6228012187389,37.3305158616291,6.73983526560805,82.8719926731781,34.0850776004826,16.4812783239111,37.1313871598267,10.1820328643757,78.2858318565373,64.2111735301009,39.2202164333326,19.82,6056.71
"2010-05-17",47.78,58.0708535809556,31.7272300300591,33.2407135896122,66.5988734797641,37.5827490769104,6.76156458441879,82.1650278067719,34.0279026316044,16.2761302788988,37.2459487469323,10.0459976074832,77.9853628577857,62.6406696352347,38.9043738566549,25.91,6066.92
"2010-05-18",47.85,59.7846001737061,32.170398294447,34.2472640011145,67.7952604285024,38.289002079698,6.79378391920713,83.3433025841156,34.7403907053177,16.5223079329135,38.1577093862156,10.1655437423281,78.8867698540404,63.672715051861,39.4803220847143,24.459999,6155.93
"2010-05-19",47.4,58.9120044315258,31.7588849060868,33.4084719915292,66.0325836573613,37.0488554378984,6.70386949654199,81.5366145921885,33.0873559903223,16.3802823632896,37.1539789185098,9.82751674035287,77.0657456191826,62.5957980953813,37.3901873861118,30.040001,5988.67
"2010-05-20",46.12,56.3413845424,31.4468582709565,31.1130460531033,64.7723894046903,35.7750777007279,6.65141941665399,80.6725464221364,32.1566910080067,16.2035394322021,36.1468902164051,9.60079131219876,75.472349413682,59.6791480049155,35.3000526875092,33.5,5867.88
"2010-05-21",45.625,55.9561846201763,30.9539466299536,31.8331796808448,64.8840521865726,35.3042423655362,6.61470436073239,80.2797881630218,31.9173771554113,15.7174963717114,36.6429167018146,9.79866077676962,75.9093952300478,59.5445333853556,36.4612386311773,31.84,5829.25
"2010-05-24",45.375,55.5945683666601,31.0850882592113,31.5508545654234,64.2858587122034,35.2958345916935,6.59147646821056,79.7299266002614,32.0813514618193,16.0962312240418,36.181159471975,9.72445972755555,75.472349413682,61.1599088200751,35.3418553814813,30.42,5805.68
"2010-05-25",43.95,54.2660216961333,30.6419199948233,30.4420124454351,62.9299535036334,34.1691928967704,6.5712457231109,78.2767210415374,31.358978166022,15.6859351340172,35.3531257221354,9.34933220097328,74.2522631763272,59.4099187657956,33.4886026153871,32.470001,5670.04
"2010-05-26",45.35,56.0662417408116,31.1800528872944,31.5672212387812,62.7544834178184,35.1444946625247,6.68963304628667,79.1015133856781,31.8198789191687,15.7474795475209,36.2003929962592,9.65025867834147,75.2720367478476,62.5957980953813,34.254985338208,28.49,5758.02
